|set_ru_names|ru_names_town_list
2751|Южноуральск|['Южноуральск']
2752|Сеймчан|['Сеймчан']
2753|Силламяэ Москва |['Силламяэ', 'Москва']
2754|Сибай|['Сибай']
2755|Партизанск Невинномысск|['Партизанск', 'Невинномысск']
2756|Юкаменское|['Юкаменское']
2757|Екатеринбург Краснодар |['Екатеринбург', 'Краснодар']
2758|Егорлыкская|['Егорлыкская']
2759|Вольск Саратов|['Вольск', 'Саратов']
2760|По Усть-Ордынский|['По', 'Усть-Ордынский']
2761|Безенчук |['Безенчук']
2762|Черкизово|['Черкизово']
2763|Атырау|['Атырау']
2764|Шипуново|['Шипуново']
2765|Ясная Поляна|['Ясная Поляна']
2766|Москва Дубна |['Москва', 'Дубна']
2767|Медногорск Москва |['Медногорск', 'Москва']
2768|Химки Город|['Химки', 'Миргород']
2769|Пок Ахтырский|['Ахтырский']
2770| Тула|['Тула']
2771|Москва Офис Третьяковский|['Москва', 'Третьяковский']
2772|Некрасовский|['Некрасовский']
2773|Вязьма|['Вязьма']
2774|Раменское Москва |['Раменское', 'Москва']
2775|Оренбург Пермь|['Оренбург', 'Пермь']
2776|Буздяк|['Буздяк']
2777|Никель Мурманской|['Никель']
2778|Бежецк|['Бежецк']
2779|Астрахань Краснодар |['Астрахань', 'Краснодар']
2780|Великий Новгород Нижний Новгород |['Великий Новгород', 'Нижний Новгород']
2781|Озёрск |['Арск']
2782|Мос .. По Удельная|['Нос', 'По', 'Удельная']
2783|Камышлов|['Камышлов']
2784|С.Неверовка |['Неверовка']
2785|Советский|['Советский']
2786|Киев- Свх Победа [ Уральск|['Победа', 'Уральск']
2787|Нижние Серги|['Нижние Серги']
2788| П.Светлополянск .Дзержинского |['Светлополянск', 'Дзержинского']
2789|Приволжск|['Приволжск']
2790|Москва Россия |['Москва']
2791|Жуковка|['Жуковка']
2792|Моск. Мытищинский Филиал|['Лоск', 'Чащинский', 'Филиал']
2793|Спб Колпино|['Колпино']
2794|Улан-Удэ Г|['Улан-Удэ']
2795|Усть-Катав|['Усть-Катав']
2796|Пушкинские Горы|['Пушкинские Горы']
2797|Ахтубинск |['Ахтубинск']
2798|Казань Декабристов Центральный Офис|['Казань', 'Центральный']
2799|Москва Дополнительный Офис Жулебино|['Москва', 'Дулебино']
2800|Суджа|['Суджа']
2801|Унеча |['Унеча']
2802|Агрыз|['Агрыз']
2803|Рп Горный|['Горный']
2804|Вольно-Надеждинское|['Вольно-Надеждинское']
2805|Дюртюли |['Дюртюли']
2806|Чебаркуль |['Чебаркуль']
2807|Новый Шарап|['Новый Шарап']
2808|Куйбышев|['Куйбышев']
2809|Саратов Казань|['Саратов', 'Казань']
2810|Челябинск |['Челябинск']
2811|Калач На Дону|['Калач', 'Хонуу']
2812|Москва Санкт-Петербург|['Москва', 'Санкт-Петербург']
2813|Палласовка|['Палласовка']
2814|Ст.Куринская Краснодарского Края Краснодар|['Куринская', 'Краснодарское']
2815|Ст.Советская|['Советская']
2816|Ростовановское|['Ростовановское']
2817|Гусь Хрустальный|['Гусь Хрустальный']
2818| П.Менделеево|['Менделеево']
2819|Рудногорск Москва|['Рудногорск', 'Москва']
2820|Алейск|['Алейск']
2821|Александровское От Ставропольского Края Сб Рф|['Александровское', 'Ставропольский', 'Бурая']
2822|Москва Доп.Офис Вернадский|['Москва', 'Чоп']
2823|Гомель|['Гомель']
2824|Киров |['Киров']
2825|Челно-Вершины Карачаево-Черкесская |['Челно-Вершины']
2826|Нововаршавка|['Нововаршавка']
2827|Красный Сулин|['Красный Сулин']
2828|Г. Москва|['Москва']
2829|Самойловка|['Самойловка']
2830|Гусиноозерск|['Гусиноозерск']
2831|Острогожск|['Острогожск']
2832|Заграница|[]
2833|Орехово Зуево|['Орехово-Зуево']
2834|Ростов Великий|['Ростов', 'Великий Лог']
2835|Собинка|['Собинка']
2836|Кострома Барнаул|['Кострома', 'Барнаул']
2837| Екатеринбург|['Екатеринбург']
2838|Жердевка|['Жердевка']
2839|Алабота|['Алабота']
2840|Г. Снежногорск|['Снежногорск']
2841| Гай|['Гай']
2842|Владик|[]
2843|Можно И Так|['Пак']
2844|Волжск Рмэ|['Волжск']
2845|Серпухов Подольск|['Серпухов', 'Подольск']
2846|К-Чепецк|[]
2847|Домодедово|['Домодедово']
2848|Кириши|['Кириши']
2849|Кротовка|['Кротовка']
2850|Каменск-Шахтинский Мик.Заводской|['Каменск-Шахтинский', 'Тик', 'Заводской']
2851|Боровичи|['Боровичи']
2852|Владимир|['Владимир']
2853|Галенки Москва|['Галенки', 'Москва']
2854|Дмитров Мо |['Дмитровцы']
2855|Рязань Дк|['Рязань']
2856|Алдан|['Алдан']
2857|Пос.Фряново|['Фряново']
2858|Санкт-Петербург Г. Пушкин|['Санкт-Петербург', 'Пушкин']
2859|Москва Видимо|['Москва', 'Обидимо']
2860|Ростов|['Ростов']
2861|Рт Бавлы|['Бавлы']
2862|Пгт.Солнечный|['Солнечный']
2863|Вязники|['Вязники']
2864|Новая Адыгея|['Новая Адыгея']
2865|Щелково Мо|['Щелково']
2866|Приозерск Санкт-Петербург|['Приозерск', 'Санкт-Петербург']
2867|Переславль Плесецк.|['Ижеславль', 'Плесецк']
2868|Москва-Кострома|[]
2869|Терек|['Терек']
2870|Чугуевка|['Чугуевка']
2871|Сергач|['Сергач']
2872|Йошкар Ола|['Йошкар-Ола']
2873|Якутск Иванович|['Якутск']
2874|Курск-Орел|[]
2875|Москва И Спб|['Москва']
2876|Сиэтл|['Сиэтл']
2877|Карабаново|['Карабаново']
2878|Дубна Санкт-Петербург|['Дубна', 'Санкт-Петербург']
2879|П. Аврово Санкт-Петербург|['Иврово', 'Санкт-Петербург']
2880|Мо Подольск|['Подольск']
2881|Заполярный Мурманск|['Заполярный', 'Мурманск']
